1769811957,965,1
1769812070,929,0
1769812252,929,0
1769812535,929,0
1769812765,929,0
1769812992,929,0
1769813096,929,0
1769813527,929,0
1769854744,1031,1
1769854764,995,0
1769861461,1031,1
1769861555,1004,1
1769861572,1004,1
1769861644,1004,1
1769861707,1103,1
1769862109,1103,1
1769862135,1067,0
1769862157,1067,0
1769862185,1067,0
1769862302,1067,0
1769862335,1067,0
1769865945,1076,1
1769865964,1076,1
1769870728,1063,1
1769871494,1063,1
1769871815,1005,1
1769872033,996,0
